,img_name,total_objects,total_area
357,ImgROI_0_Tile_14_Date_20240916.tif,128,80421
358,ImgROI_0_Tile_14_Date_20240921.tif,123,90985
359,ImgROI_0_Tile_14_Date_20240926.tif,128,89758
360,ImgROI_0_Tile_15_Date_20240603.tif,39,10250
361,ImgROI_0_Tile_15_Date_20240608.tif,9,1217
362,ImgROI_0_Tile_15_Date_20240613.tif,48,39604
363,ImgROI_0_Tile_15_Date_20240618.tif,64,113031
364,ImgROI_0_Tile_15_Date_20240623.tif,1,344
365,ImgROI_0_Tile_15_Date_20240628.tif,54,85176
366,ImgROI_0_Tile_15_Date_20240703.tif,4,1330
367,ImgROI_0_Tile_15_Date_20240708.tif,60,86477
368,ImgROI_0_Tile_15_Date_20240713.tif,64,150973
369,ImgROI_0_Tile_15_Date_20240718.tif,62,113615
370,ImgROI_0_Tile_15_Date_20240723.tif,63,112785
371,ImgROI_0_Tile_15_Date_20240728.tif,48,15736
372,ImgROI_0_Tile_15_Date_20240802.tif,71,155102
373,ImgROI_0_Tile_15_Date_20240807.tif,78,120732
374,ImgROI_0_Tile_15_Date_20240812.tif,65,43588
375,ImgROI_0_Tile_15_Date_20240817.tif,79,158471
376,ImgROI_0_Tile_15_Date_20240822.tif,9,141
377,ImgROI_0_Tile_15_Date_20240827.tif,72,117688
378,ImgROI_0_Tile_15_Date_20240901.tif,86,93537
379,ImgROI_0_Tile_15_Date_20240906.tif,86,97403
380,ImgROI_0_Tile_15_Date_20240911.tif,87,96111
381,ImgROI_0_Tile_15_Date_20240916.tif,90,96587
382,ImgROI_0_Tile_15_Date_20240921.tif,82,97745
383,ImgROI_0_Tile_15_Date_20240926.tif,91,100189
384,ImgROI_0_Tile_16_Date_20240603.tif,10,2246
385,ImgROI_0_Tile_16_Date_20240608.tif,10,69008
386,ImgROI_0_Tile_16_Date_20240613.tif,6,67613
387,ImgROI_0_Tile_16_Date_20240618.tif,4,66102
388,ImgROI_0_Tile_16_Date_20240623.tif,0,0
389,ImgROI_0_Tile_16_Date_20240628.tif,3,65642
390,ImgROI_0_Tile_16_Date_20240703.tif,0,0
391,ImgROI_0_Tile_16_Date_20240708.tif,5,67092
392,ImgROI_0_Tile_16_Date_20240713.tif,5,66376
393,ImgROI_0_Tile_16_Date_20240718.tif,10,62076
394,ImgROI_0_Tile_16_Date_20240723.tif,8,67633
395,ImgROI_0_Tile_16_Date_20240728.tif,13,6802
396,ImgROI_0_Tile_16_Date_20240802.tif,8,67907
397,ImgROI_0_Tile_16_Date_20240807.tif,10,67833
398,ImgROI_0_Tile_16_Date_20240812.tif,10,6149
399,ImgROI_0_Tile_16_Date_20240817.tif,8,67527
400,ImgROI_0_Tile_16_Date_20240822.tif,9,68839
401,ImgROI_0_Tile_16_Date_20240827.tif,5,65840
402,ImgROI_0_Tile_16_Date_20240901.tif,8,66631
403,ImgROI_0_Tile_16_Date_20240906.tif,8,66637
404,ImgROI_0_Tile_16_Date_20240911.tif,6,65907
405,ImgROI_0_Tile_16_Date_20240916.tif,6,65891
406,ImgROI_0_Tile_16_Date_20240921.tif,6,65889
407,ImgROI_0_Tile_16_Date_20240926.tif,7,65956
408,ImgROI_0_Tile_17_Date_20240603.tif,115,96329
409,ImgROI_0_Tile_17_Date_20240608.tif,81,41140
410,ImgROI_0_Tile_17_Date_20240613.tif,92,79807
411,ImgROI_0_Tile_17_Date_20240618.tif,114,102229
412,ImgROI_0_Tile_17_Date_20240623.tif,0,0
413,ImgROI_0_Tile_17_Date_20240628.tif,119,102002
414,ImgROI_0_Tile_17_Date_20240703.tif,0,0
415,ImgROI_0_Tile_17_Date_20240708.tif,119,87612
416,ImgROI_0_Tile_17_Date_20240713.tif,107,109046
417,ImgROI_0_Tile_17_Date_20240718.tif,113,90724
418,ImgROI_0_Tile_17_Date_20240723.tif,124,92105
419,ImgROI_0_Tile_17_Date_20240728.tif,105,90940
420,ImgROI_0_Tile_17_Date_20240802.tif,138,104091
421,ImgROI_0_Tile_17_Date_20240807.tif,141,97836
